MDACode,Numeric MDA Code,MDA,Ministry
0119009087,119009087,FOREIGN MISSION RIYADH,MINISTRY OF FOREIGN AFFAIRS
0119009088,119009088,FOREIGN MISSION ROME,MINISTRY OF FOREIGN AFFAIRS
0119009089,119009089,FOREIGN MISSION SAN-FRANCISCO(CONSULATE),MINISTRY OF FOREIGN AFFAIRS
0119009091,119009091,FOREIGN MISSION SAO TOME,MINISTRY OF FOREIGN AFFAIRS
0119009092,119009092,FOREIGN MISSION SEOUL,MINISTRY OF FOREIGN AFFAIRS
0119009093,119009093,FOREIGN MISSION SHANGHAI,MINISTRY OF FOREIGN AFFAIRS
0119009094,119009094,FOREIGN MISSION SINGAPORE,MINISTRY OF FOREIGN AFFAIRS
0119009095,119009095,FOREIGN MISSION STOCKHOLM,MINISTRY OF FOREIGN AFFAIRS
0119009096,119009096,FOREIGN MISSION TEHRAN,MINISTRY OF FOREIGN AFFAIRS
0119009098,119009098,FOREIGN MISSION TEL AVIV CHRISTIAN PILGRIMS (MISSION),MINISTRY OF FOREIGN AFFAIRS
0119009097,119009097,FOREIGN MISSION TELAVIV,MINISTRY OF FOREIGN AFFAIRS
0119009099,119009099,FOREIGN MISSION THE HAGUE,MINISTRY OF FOREIGN AFFAIRS
0119009100,119009100,FOREIGN MISSION TOKYO,MINISTRY OF FOREIGN AFFAIRS
0119009101,119009101,FOREIGN MISSION TRIPOLI,MINISTRY OF FOREIGN AFFAIRS
0119009102,119009102,FOREIGN MISSION TUNIS,MINISTRY OF FOREIGN AFFAIRS
0119009103,119009103,FOREIGN MISSION VIENNA,MINISTRY OF FOREIGN AFFAIRS
0119009104,119009104,FOREIGN MISSION WARSAW,MINISTRY OF FOREIGN AFFAIRS
0119009105,119009105,FOREIGN MISSION WASHINGTON,MINISTRY OF FOREIGN AFFAIRS
0119009106,119009106,FOREIGN MISSION WINDHOEK,MINISTRY OF FOREIGN AFFAIRS
0119009107,119009107,FOREIGN MISSION YAOUNDE,MINISTRY OF FOREIGN AFFAIRS
0119003001,119003001,FOREIGN SERVICE ACADEMY (FSA),MINISTRY OF FOREIGN AFFAIRS
0119009122a,119009122,FRANKFURT,MINISTRY OF FOREIGN AFFAIRS
0119009124,119009124,GUANGZHOU,MINISTRY OF FOREIGN AFFAIRS
0119006001,119006001,INSTITUTE FOR PEACE AND CONFLICT RESOLUTION,MINISTRY OF FOREIGN AFFAIRS
0119001001,119001001,MINISTRY OF FOREIGN AFFAIRS - HQTRS,MINISTRY OF FOREIGN AFFAIRS
0119008001,119008001,NIGERIA INSTITUTE OF INTERNATIONAL AFFAIRS,MINISTRY OF FOREIGN AFFAIRS
0119009122b,119009122,"PERMANENT REPRESENTATIVE ECOWAS, ABUJA",MINISTRY OF FOREIGN AFFAIRS
0119009115,119009115,PRAGUE,MINISTRY OF FOREIGN AFFAIRS
0119009117,119009117,SAO PAULO,MINISTRY OF FOREIGN AFFAIRS
0119009109,119009109,SOUTHERN SUDAN,MINISTRY OF FOREIGN AFFAIRS
0119002001,119002001,TECHNICAL AIDS CORPS,MINISTRY OF FOREIGN AFFAIRS
0119009116,119009116,VATICAN,MINISTRY OF FOREIGN AFFAIRS
0543001001,543001001,NATIONAL POPULATION COMMISSION,NATIONAL POPULATION COMMISSION
0242001001,242001001,"NATIONAL SALARIES, INCOME AND WAGES COMMISSION","NATIONAL SALARIES, INCOME AND WAGES COMMISSION"
0125003001,125003001,ADMINISTRATIVE STAFF COLLEGE OF NIGERIA,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125008001,125008001,BUREAU OF PUBLIC SERVICE REFORMS,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125002001,125002001,FEDERAL GOVT. HOUSING LOANS BOARD,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005007,125005007,"FEDERAL TRAINING CENTRE,CALABAR",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005002,125005002,"FEDERAL TRAINING CENTRE,ENUGU",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005003,125005003,"FEDERAL TRAINING CENTRE,ILORIN",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005004,125005004,"FEDERAL TRAINING CENTRE,KADUNA",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005005,125005005,"FEDERAL TRAINING CENTRE,LAGOS",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125005006,125005006,"FEDERAL TRAINING CENTRE,MAIDUGURI",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125001001,125001001,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION - HQTRS,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125006001,125006001,PUBLIC SERVICE INSTITUTE OF NIGERIA.,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125009001,125009001,SPECIAL DUTIES & INTERGOVERNMENTAL AFFAIRS,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0125004001,125004001,"WEST AFRICAN MGT. DEVT. INSTITUTE, BADAGRY.",OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION
0157002001,157002001,DIRECTORATE OF STATE SECURITY SERVICE,OFFICE OF THE NATIONAL SECURITY ADVISER
0157003001,157003001,NATIONAL INTELLIGENT AGENCY,OFFICE OF THE NATIONAL SECURITY ADVISER
0157001001,157001001,OFFICE OF THE NATIONAL SECURITY ADVISER,OFFICE OF THE NATIONAL SECURITY ADVISER
0157004001,157004001,PRESIDENTIAL AIR FLEETS (STATE HOUSE),OFFICE OF THE NATIONAL SECURITY ADVISER
0160001001,160001001,POLICE SERVICE COMMISSION,POLICE SERVICE COMMISSION
0246001001,246001001,"REVENUE MOBILIZATION, ALLOCATION AND FISCAL COMMISSION","REVENUE MOBILIZATION, ALLOCATION AND FISCAL COMMISSION"
0161022001,161022001,BORDERS COMMUNITIES DEVELOPMENT AGENCY,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161007001,161007001,FEDERAL ROAD SAFETY COMMSSION,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161004001,161004001,LAGOS LIAISON OFFICE,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161012001,161012001,NATIONAL AGENCY FOR THE CONTROL OF AIDS (NACA),SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161021001,161021001,NATIONAL BOUNDARY COMMISSSION,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161003001,161003001,NATIONAL COMMISSION FOR REFUGEES,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161014001,161014001,NATIONAL HAJJ COMMISSION OF NIGERIA,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161005001,161005001,NATIONAL IDENTITY MANAGEMENT COMMISSION,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161017001,161017001,NATIONAL LOTTERY REGULATORY COMMISSION (NLRC),SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161016001,161016001,NATIONAL LOTTERY TRUST FUND,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161006001,161006001,NATIONAL MERIT AWARD,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161013001,161013001,NATIONAL PENSION COMMISSION,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161009001,161009001,NEPAD (NIGERIA),SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161015001,161015001,NIGERIA CHRISTIAN PILGRIM COMMISSION,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161008001,161008001,PRESIDENTIAL ADVISORY COMMITTEE,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161019001,161019001,PRESIDENTIAL TECHNICAL COMMITTEE ON LAND REFORMS (PTCLR),SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161001001,161001001,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF),SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0161018001,161018001,SERVICOM,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0162001001,162001001,SPECIAL DUTIES - SGF,SECRETARY TO THE GOVERNMENT OF THE FEDERATION (SGF)
0111007001,111007001,BUREAU OF PUBLIC ENTERPRISES (BPE),STATE HOUSE
0111010001,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),STATE HOUSE
0111009001,111009001,ECONOMIC AND FINANCIAL CRIME COMMISSION (EFCC),STATE HOUSE
0111008001,111008001,NATIONAL EMERGENCY MANAGEMENT AGENCY (NEMA),STATE HOUSE
011104700100,11104700100,NIGERIA ATOMIC ENERGY COMMISSION & ITS CENTRES,STATE HOUSE
0111011001,111011001,NIGERIA EXTRACTIVE INDUSTRIES TRANSPARENCY INITIATIVE(NEITI),STATE HOUSE
0111006001,111006001,NIPSS. KURU,STATE HOUSE
011105000100,11105000100,OFFICE OF THE CHIEF ECONOMIC ADVISER TO THE PRESIDENT,STATE HOUSE
0111001004,111001004,OFFICE OF THE CHIEF OF STAFF TO THE PRESIDENT,STATE HOUSE
0111001005,111001005,OFFICE OF THE CHIEF SECURITY OFFICER TO THE PRESIDENT,STATE HOUSE
0111005001,111005001,OFFICE OF THE SENIOR SPECIAL ASSISTANT TO THE PRESIDENT - SDGs(OSSAP-SDGs),STATE HOUSE
0111001001,111001001,STATE HOUSE - HQTRS,STATE HOUSE
0111001002,111001002,STATE HOUSE (PRESIDENTS OFFICE),STATE HOUSE
0111001007,111001007,STATE HOUSE LAGOS LIAISON OFFICE,STATE HOUSE
0111001006,111001006,STATE HOUSE MEDICAL CENTRE,STATE HOUSE
0111001003,111001003,STATE HOUSE OPERATIONS - VICE PRESIDENT,STATE HOUSE
