ItemCode,Item,MDA,MDACode, Amount ,Numeric MDA Code,Ministry
NNMDA03247139,"TO UPSCALE THE IN-HOUSE PRODUCT DEVELOPMENT & SUPPORT TO TRADITIONAL MEDICINEPRACTISIONERS (TMPS) & OTHERS (I) ANTI MALARIAL HERBAL TEA (II) ANTI DIABETIC HERBALTEA (III) ANTI MOSQUITO REPELLANT RAW MATERIALS PROCESSING AND OPTIMIZATION STUDIES(IV) HERBAL ANTI ARTHRITIS CREAM RAW MATERIAL SOURCING & PROCESSING (V) ANALGESIC,ANTI-INFLAMMATORY AND DISINFECTION ACTIVITIES AND (VI) HERBAL DISINFECTANTS",NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 5,263,582.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA82999589,PROCUREMENT OF OFFICE FURNITURE AND FITTINGS(CHAIRS/DESKS/WINDOW BLINDS/FILINGCABINETS ETC),NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 5,847,904.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA75588414,"ETHNO MEDICINAL/VETERINARY SURVEY IN SELECTED COMMUNITIES OF: NORTH WEST, SOUTHEAST GEO-POLITICAL ZONES AND PUBLISHING OF THE BOOKS ""MEDICINAL PLANTS OF NIGERIA""VOL II",NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 16,750,000.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA57510328,HERBAL MOSQUITO PROPELLANT RAW MATERIALS PROCESSING & OPTIMIZATION STUDIES WITHPURCHASE OF CREAM MAKING MACHINE,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 6,559,884.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA97341952,CONSULTANCY FOR CONSTRUCTION WORKS AND REPAIRS,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 5,863,002.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA80022012,CLINICAL EVALUATION OF NATURAL MEDICINAL THERAPIES,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 8,000,000.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA35634250,"PROCUREMENT OF DOUBLE CABIN, FUEL ENGINE PROJECT VEHICLE",NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 10,920,000.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA29015566,"PROCUREMENT, INSTALLATION AND COMMISSIONING OF AUTOMATIC TEA BAG MACHINE",NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 6,384,000.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA14734806,"PROCUREMENT & INSTALLATION OF EQUIPMENT'S FOR THE PILOT HERBAL MEDICINEPRODUCTION UNIT - 1 NOS PACKAGING MACHINE, ENCAPSULATING MACHINE, LIQUID FILLINGMACHINE, REHABILITATION OF THE PRODUCTION DEVELOPMENT UNIT ETC",NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 24,467,985.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA98300154,SOIL PREPARATION & RAISING OF NURSERY FOR EXISTING FARMS ETC (5 JESSE & 10 MINNA),NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 4,200,000.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA51314740,CONSTRUCTION OF GENERAL LABORATORY BUILDING COMPLEX,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 246,313,767.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA17948728,UPGRADE OF OFFICE FACILITIES - TILING AND PAINTINGS OF OFFICE BUILDING,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 3,872,254.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA11068567,PROCUREMENT OF SHIMADZU ULTRA FAST HPLC SYSTEM,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 22,013,586.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA17309940,UPGRADE OF OFFICE FACILITIES - DRAINAGES AND REPAIR OF WORKWAYS,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 5,197,680.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NNMDA68773183,CUSTOMIZATION OF GREENSTONE DIGITAL LIBRARY HOME PAGE,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,0228004001," 10,329,835.00 ",228004001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD93371746,"PROJECT VEHICLE FOR SURVEY LANDUSE / LANDCOVER(3 HILUX), SPACEAPPLICATION,ENGINEERING AND SPACE SYSTEMS",NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 20,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD80600063,SETTING UP OF A GIS INFRASTRUCTURE / NANOSATELLITE COLLABORATION WITH KYUSHUUNIVERSITIES,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 1,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD11286805,NACTEST- NATIONAL COUNTER TERRORISM STRATEGY WITH THE NSA,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 1,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD01306968,DEVELOPMENT AND PRODUCTION OF NIGERIA SPACE REGULATION ACT,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 2,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD89231006,IN-SITU CONCRETE / LARGE PRECAST / CONCRETE (CIVIL WORKS AND CONSULTANCY FORAIT/DC),NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 440,257,591.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD51020786,INSTITUTE OF SPACE SCIENCE AND ENGINEERING,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 90,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD63405049,FORMULATION AND PRODUCTION OF NIGERIA SPACE POLICY,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 1,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD58557908,ELECTRONIC DOME / COMPLETION OF PLANETARIUM,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 50,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD67600755,INTERNATIONAL CONFERENCES (ITU & COUPOUS),NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 35,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD61341135,ADMINISTATIVE OFFICES RENOVATION,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 30,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD99295063,LABORATORY EQUIPMENT AND MACHINERIES FOR AIT/DC,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 500,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD86422996,HARDWARE COMPONENTS FOR DEPLOYMENT OF PINKMATTER PROCESSOR SOFTWARESYSTEM TO NASRDA,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 77,347,360.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD47381005,AERONAUTIC / AEROSPACE DEVELOPMENT,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 1,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD54542338,MONITORING AND EVALUATION,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 30,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD95921005,"CONSTRUCTION OF 3KM ROAD, DRAINAGE AND EXTENSION OF ELECTRICITY SUPPLY TO THESPACE TECHNOLOGY ACQUISITION AND INCUBATION CENTRE, UNDERGROUND FIBRECONNECTION LINKING THE DATABANK BUILDING WITH THE GROUND STATION FOR DATATRANSFER",NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 150,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD71389930,UPGRADING NASRDA GROUND SEGMENT,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 40,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD62781303,SCIENTIFIC AND ENGINEERING SOFTWARE DEVELOPMENT AND RESEARCH FOR ESS,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 10,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD25686226,NATIONAL SPACE COUNCIL MEEETING,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 2,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD89463974,RADIO NOISE CHARACTERISATION,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 1,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD90455071,SATELLITE IMAGE PROCESSING AND INFORMATION EXTRACTION; ASSESS THE DYNAMICS OFFOREST COVER OVER TIME USING SPACE TECHNOLOGY; DETERMINE THE RATE OFDEFORESTATION AS INPUT INTO CLIMATE CHANGE MODELLING FOR NIGERIA; DEVELOPNATIONAL ENVIRONMENTAL INDEX; DEVELOP GEOGRAPHIC INFORMATION SYSTEM PLATFORM;CAPACITY DEVELOPMENT FOR STAKEHOLDERS; PREPARATION OF FINAL REPORT;NANOSATELLITE FOR ATMOSPHERIC PARAMETERS.,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 80,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD33046997,"CONSTRUCTION OF SPORTING FACILITIES, PLANETARIUM, PAYMENT OF OUTSTANDING BALANCEFOR DATABANK AND LIIBRARY BUILDING",NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 40,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD92971515,ALGORITHM DEVELOPMENT AND ROBOTIC TRAINING PROPOSAL / ROBOTIC COMPETITION,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 4,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD64797118,"LIABILITY FOR THE BUILDING OF N2, NX, GROUND STATION INSTALLATION AND TRAINING",NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 220,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NSRAD84396163,UPGRADE EXPERTS SYSTEMS FOR ESS,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY- ABUJA,0228005001," 20,000,000.00 ",228005001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA19990302,CAPACITY BUILDING IN ATMOSPHERIC RESEARCH,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 27,000,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA76563631,MAINTENANCE OF OFFICE BUILDING,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 7,000,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA05601515,PROCUREMENT OF SCIENTIFIC EQUIPMENTS,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 50,000,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA13219049,COMPLETION OF OFFICE BUILDING,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 51,500,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA43400081,"FURNITURE, FITTING AND FIXTURE","CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 10,000,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA97700699,CONSTRUCTION OF TWO NEW SPACE ENVIRONMENT RESEARCH LABORATORY ACROSS THECOUNTRY,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 45,353,681.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CFARA87227242,RSEARCH AND DEVELOPMENT FOR CAR,"CENTRE FOR ATMOSPHERIC RESEARCH, ANYIGBA",0228005002," 50,000,000.00 ",228005002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
ASTAL71049507,SPACE BASED APPROACH TO MANAGEMENT OF RAVINE DEGRADATION IN NIGER DELTA REGIONOF NIGERIA,ADVANCED SPACE TECHNOLOGY APPLICATION LABORATORY UYO AKWA IBOM STATE,0228005003," 24,194,879.00 ",228005003,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CINCD01491365,"FLOOD VULNERABILITY MAPPING IN SOUTH WEST NIGERIA: MITIGATION AGAINST ECONOMICLOSS, USING NIGERIA SAT 2 AND GEO SPATIAL TECHNIQUE",COOPERATIVE INFORMATION NETWORK,0228006001," 19,114,738.00 ",228006001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
CINCD61579353,CONSTRUCTION OF STANDARD ADVANCED SPACE TECHNOLOGY APPLICATION LABORATORY,COOPERATIVE INFORMATION NETWORK,0228006001," 21,274,220.00 ",228006001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF70106463,COMPLETION OF THE ADMINISTRATIVE BUILDING (2ND WING).,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 100,216,396.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF01902039,"EQUIPMENT OF REGIONAL BIOMASS DEVELOPMENT FACILITY AT THE SIX NABDA BIORESOURCESDEVELOPMENT CENTRES (ABUJA, AROCHUKWU, ISANLU, KANO, KATSINA, ODI,OGBOMOSHO.",NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 50,995,704.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF85880036,SELECTION OF STOCK SEQUENCING AND PARENTAGE,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 7,000,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF09715765,"CASSAVA FERMENTATION FOR ETHANOL PRODUCTION, INDUSTRIAL BAKING AND BREWINGPROCESSES.",NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 7,101,250.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF22052717,BIOENERGY ENTREPRENEURSHIP SUPPORT FACILITY,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 36,365,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF43127931,ADVOCACY.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 36,500,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF06203574,DNA TYPING RESEARCH,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 54,028,325.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF33422471,MONITORING & EVALUATION,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 30,500,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF29815624,COMPLETION AND EQUIPMENT OF BIO ETHANOL BUILDING IN AJOWA AND OWODE.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 104,750,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF79422461,COMPLETION OF ONGOING MICROBIAL CULTURE COLLECTION CENTRE,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 52,707,384.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF26398340,"ACQUISITION OF RECOMBINANT DNA TECHNOLOGY FOR THE LOCAL PRODUCTION OF VACCINES(HPV, HEPATITIS B/C,PEDIATRIC VACCINES)",NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 16,800,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF16913902,DISSEMINATION OF IMPROVED SEEDS,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 29,760,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF97702412,RECOMBINANT VACCINES REFERENCE LABORATORY,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 32,500,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF45092807,CONSTRUCTION OF BREEDING PROGRAMME CENTRE AND SOURCING BROODSTOCK FROMDIFFERENT SOURCES,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 15,323,750.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF87828455,ISOLATION OF INDIGENOUS LACTIC ACID BACTERIA.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 5,893,076.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF00744493,CHARACTERISATION AND IDENTIFICATION OF ISOLATES- BIOCHEMICAL AND MOLECULAR,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 41,846,663.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF37006948,DEVELOPMENT OF SEMEN COLLECTION AND EVALUATION PROTOCOLS.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 2,762,500.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF11519364,MACRO-PROPAGATION OF DROUGHT TOLERANT AND TROPICAL FRUIT CROPS,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 39,561,600.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF92445568,LINKING EDUCATION INSTITUTIONS WITH RESEARCH INSTITUTIONS CAPACITY BUILDING/STRENGTHENING THROUGH PG STUDIES IN INSTITUTIONS INVOLVED IN BIOINFORMATICS ANDGENOMICS.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 12,545,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF32025582,IDENTIFICATION OF ACTIVE COMPOUNDS AND SCREENING OF LOCAL NATURAL BIO-DIVERSITY,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 18,330,434.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF72787371,PROCUREMENT OF UTILITIES VEHICLES,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 20,500,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF85219636,COMPLETION OF BIORESOURCES CENTRE IN LANGTANG AND UBURU,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 100,000,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF21545953,"ACQUISITION AND INSTALLATION OF EQUIPMENT, ANIMAL AND CONSUMABLES",NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 23,952,675.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF56118410,CAPACITY DEVELOPMENT OF NABDA STAFF,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 61,750,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF76861195,PROCUREMENT OF CHEMICALS FOR THE DROUGHT TOLERANT TREE AND FRUITS CROPS MASSPROPAGATION.,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 46,296,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF10829426,INTRODUCTION OF CULTIVATED YEAST INTO FERMENTATION TANK OF CASSAVA TEMPLATE ANDACTIVITIES MONITORED,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 242,550.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF47057943,"FURTHER SAMPLING ( ATLEAST 100 ANIMALS), GENOMICS DNA EXTRACTION, GENOMICSANALYSIS AND SEQUENCING",NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 32,110,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF88996260,CONSTRUCTION OF PERIMETER BLOCK WALL FENCE OF NABDA HEADQUARTER (2952 METER).,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 41,889,336.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF29655361,DESIGN AND CONSTRUCTION OF AQUAPONIC SYSTEMS,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 30,000,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF49391476,PROVISION OF COMPUTER HARDWARE AND SOFTWARES FOR BIOINFORMATICS TRAINING,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 2,500,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF70216627,CONSTRUCTION OF FEEDMILL,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 21,705,543.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
NBDAF94431289,CONSTRUCTION OF LABORATORY AND NURSERY PRODUCTION OF PLANTS,NATIONAL BIOTECHNOLOGICAL DEVELOPMENT AGENCY,0228008001," 6,000,000.00 ",228008001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF86613934,PROCUREMENT OF COMPUTERS AND ACCESSORIES (ONGOING) FOR ADMINISTRATIVE BUILDING,"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 3,800,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF02052802,PROCUREMENT OF COMPUTERS AND ACCESSORIES (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 700,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF70479963,PROCUREMENT OF FURNITURE (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 5,000,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF62181771,PROCUREMENT OF COMPUTERS AND ACCESSORIES (ONGOING) FOR OFFICES,"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 1,950,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF72957969,CONSTRUCTION OF ADMINISTRATIVE BUILDING (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 18,488,137.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF41863603,PROCUREMENT OF FURNITURE (ONGOING) FOR ADMINISTRATIVE BUILDING,"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 3,000,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF24593406,BLOCK WORKS CONSTRUCTION OF ADMINISTRATIVE BUILDING (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 19,200,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCAF08836422,PROCUREMENT OF FURNITURE (ONGOING)FOR OFFICE,"BIORESOURCE DEVELOPMENT CENTRE , ABUJA , FCT",0228008002," 2,000,000.00 ",228008002,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCIK64231117,CONSTRUCTION OF ADMINISTRATIVE BUILDING (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ISANLU , KOGI",0228008003," 18,750,000.00 ",228008003,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCIK29680287,PROCUREMENT OF COMPUTERS AND ACCESSORIES (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ISANLU , KOGI",0228008003," 4,006,800.00 ",228008003,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCIK51444271,PROCUREMENT OF FURNITURE (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , ISANLU , KOGI",0228008003," 2,816,000.00 ",228008003,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCJT43333790,PROCUREMENT OF COMPUTERS AND ACCESSORIES,"BIORESOURCE DEVELOPMENT CENTRE , JALINGO , TARABA STATE",0228008004," 6,678,000.00 ",228008004,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCJT90496091,PROCUREMENT OF OFFICE FURNITURE,"BIORESOURCE DEVELOPMENT CENTRE , JALINGO , TARABA STATE",0228008004," 4,693,334.00 ",228008004,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCJT56885835,CONSTRUCTION/PROVISION OF ADMINISTRATIVE BUILDING,"BIORESOURCE DEVELOPMENT CENTRE , JALINGO , TARABA STATE",0228008004," 27,535,000.00 ",228008004,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
BDCKK78080593,PROCUREMENT OF FURNITURE (ONGOING),"BIORESOURCE DEVELOPMENT CENTRE , KATSINA , KATSINA STATE",0228008006," 2,816,000.00 ",228008006,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY
